#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
501602 1467004 300 5.0e-91 0.0 0.0 0.0 0.0 0.0 0.0 1.4e-145 1.0e+02 
501277 1467897 300 1.3e-92 0.0 0.0 0.0 0.0 0.0 0.0 7.8e-149 1.0e+02 
500951 1468794 300 3.1e-94 0.0 0.0 0.0 0.0 0.0 0.0 3.8e-152 1.0e+02 
500622 1469696 300 7.3e-96 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-155 1.0e+02 
500292 1470603 300 1.6e-97 0.0 0.0 0.0 0.0 0.0 0.0 5.8e-159 1.0e+02 
499961 1471514 300 3.4e-99 0.0 0.0 0.0 0.0 0.0 0.0 1.9e-162 1.0e+02 
499627 1472431 300 6.7e-101 0.0 0.0 0.0 0.0 0.0 0.0 5.4e-166 1.0e+02 
499292 1473352 300 1.3e-102 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-169 1.0e+02 
498955 1474277 300 2.3e-104 0.0 0.0 0.0 0.0 0.0 0.0 2.9e-173 1.0e+02 
498616 1475207 300 3.8e-106 0.0 0.0 0.0 0.0 0.0 0.0 5.6e-177 1.0e+02 
498276 1476142 300 6.1e-108 0.0 0.0 0.0 0.0 0.0 0.0 9.2e-181 1.0e+02 
532279 1382713 300 4.6e+03 7.0 18 29 29 13 3.2 0.38 0.012 
532267 1382740 300 4.5e+03 7.0 18 29 29 13 3.2 0.37 0.012 
532252 1382772 300 4.4e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532235 1382808 300 4.2e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532216 1382849 300 4.0e+03 6.8 18 29 29 13 3.2 0.37 0.011 
532195 1382894 300 3.8e+03 6.7 18 29 29 13 3.2 0.37 0.011 
532172 1382944 300 3.6e+03 6.6 18 29 29 14 3.2 0.37 0.011 
532146 1382998 300 3.4e+03 6.4 18 30 29 14 3.2 0.37 0.011 
532119 1383057 300 3.1e+03 6.2 17 30 30 14 3.3 0.38 0.011 
532089 1383120 300 2.8e+03 5.9 17 29 30 14 3.3 0.38 0.012 
532058 1383188 300 2.5e+03 5.6 17 29 30 14 3.4 0.39 0.012 
532024 1383261 300 2.2e+03 5.3 16 29 31 15 3.5 0.41 0.012 
531988 1383338 300 1.9e+03 4.9 15 29 31 15 3.7 0.42 0.013 
531950 1383420 300 1.7e+03 4.5 15 29 32 16 3.8 0.44 0.014 
531910 1383506 300 1.4e+03 4.1 14 29 32 16 4.0 0.47 0.014 
531867 1383596 300 1.2e+03 3.7 13 28 33 17 4.3 0.50 0.015 
531823 1383691 300 9.7e+02 3.3 13 28 33 18 4.6 0.53 0.017 
531777 1383791 300 7.9e+02 2.9 12 27 34 19 4.9 0.57 0.018 
531728 1383895 300 6.4e+02 2.5 11 26 34 20 5.3 0.62 0.020 
531677 1384004 300 5.0e+02 2.1 9.7 25 35 22 5.8 0.69 0.022 
531624 1384117 300 3.9e+02 1.7 8.6 24 35 23 6.4 0.76 0.024 
531569 1384235 300 3.0e+02 1.4 7.4 23 36 25 7.2 0.86 0.027 
531512 1384358 300 2.3e+02 1.1 6.3 21 36 27 8.1 0.97 0.031 
531453 1384484 300 1.7e+02 0.79 5.2 19 35 29 9.1 1.1 0.036 
531392 1384616 300 1.3e+02 0.56 4.2 17 35 32 10 1.3 0.042 
531329 1384752 300 92 0.39 3.3 15 34 34 12 1.5 0.050 
531263 1384892 300 66 0.26 2.5 13 32 37 14 1.8 0.060 
531195 1385037 300 47 0.16 1.8 10 30 39 16 2.2 0.072 
531126 1385187 300 33 0.096 1.3 8.3 28 41 19 2.6 0.088 
531054 1385341 300 23 0.054 0.83 6.4 25 43 21 3.2 0.11 
530980 1385500 300 16 0.028 0.52 4.7 22 44 24 3.8 0.13 
530904 1385663 300 11 0.014 0.31 3.4 19 45 28 4.6 0.17 
530826 1385830 300 7.4 0.0063 0.18 2.3 16 45 31 5.6 0.21 
530745 1386003 300 5.0 0.0027 0.095 1.5 13 44 35 6.8 0.26 
530663 1386179 300 3.4 0.0010 0.047 0.93 10 42 39 8.2 0.32 
530578 1386361 300 2.2 0.00037 0.022 0.55 7.6 39 42 9.8 0.41 
530492 1386546 300 1.5 0.00012 0.0097 0.31 5.6 36 46 12 0.51 
530403 1386737 300 0.98 3.6e-05 0.0039 0.16 4.0 33 49 14 0.64 
530312 1386932 300 0.64 9.5e-06 0.0015 0.081 2.7 29 51 16 0.80 
530219 1387131 300 0.42 2.3e-06 0.00050 0.038 1.8 25 53 19 1.0 
530124 1387335 300 0.27 4.9e-07 0.00016 0.017 1.2 21 54 22 1.3 
530027 1387543 300 0.17 9.4e-08 4.6e-05 0.0068 0.71 17 55 26 1.6 
529928 1387756 300 0.11 1.6e-08 1.2e-05 0.0026 0.41 14 54 30 1.9 
529826 1387974 300 0.071 2.4e-09 2.9e-06 0.00092 0.23 11 53 34 2.4 
529723 1388196 300 0.045 3.1e-10 6.2e-07 0.00030 0.12 8.3 51 38 3.0 
529617 1388422 300 0.028 3.5e-11 1.2e-07 9.2e-05 0.063 6.1 48 42 3.7 
529509 1388654 300 0.018 3.4e-12 2.0e-08 2.6e-05 0.030 4.4 45 46 4.5 
529399 1388889 300 0.011 2.8e-13 3.1e-09 6.5e-06 0.014 3.1 41 50 5.5 
529287 1389129 300 0.0067 2.0e-14 4.3e-10 1.5e-06 0.0061 2.1 37 54 6.7 
529173 1389374 300 0.0041 1.2e-15 5.1e-11 3.2e-07 0.0025 1.4 33 58 8.0 
529057 1389623 300 0.0025 6.3e-17 5.3e-12 6.1e-08 0.00097 0.87 28 61 9.7 
528939 1389877 300 0.0015 2.7e-18 4.8e-13 1.1e-08 0.00035 0.54 24 64 12 
528818 1390135 300 0.00092 9.6e-20 3.8e-14 1.6e-09 0.00012 0.32 20 66 14 
528696 1390398 300 0.00055 2.8e-21 2.6e-15 2.3e-10 3.8e-05 0.18 16 67 16 
528571 1390666 300 0.00033 6.7e-23 1.5e-16 2.8e-11 1.1e-05 0.10 13 68 19 
528444 1390937 300 0.00019 1.3e-24 7.4e-18 3.1e-12 3.2e-06 0.053 10 67 22 
528315 1391214 300 0.00011 2.0e-26 3.1e-19 2.9e-13 8.1e-07 0.027 8.0 66 26 
528184 1391495 300 6.7e-05 2.6e-28 1.1e-20 2.5e-14 1.9e-07 0.013 6.0 64 30 
528051 1391780 300 3.9e-05 2.6e-30 3.2e-22 1.8e-15 4.2e-08 0.0061 4.4 62 34 
527916 1392070 300 2.2e-05 2.0e-32 7.9e-24 1.2e-16 8.4e-09 0.0027 3.1 58 39 
527779 1392365 300 1.3e-05 1.2e-34 1.6e-25 6.5e-18 1.5e-09 0.0011 2.2 54 44 
527639 1392664 300 7.4e-06 5.9e-37 2.6e-27 3.1e-19 2.6e-10 0.00046 1.5 50 49 
527498 1392968 300 4.2e-06 2.1e-39 3.5e-29 1.3e-20 3.9e-11 0.00017 0.96 45 54 
527354 1393276 300 2.4e-06 5.9e-42 3.8e-31 4.4e-22 5.3e-12 6.2e-05 0.61 40 60 
527208 1393588 300 1.4e-06 1.2e-44 3.3e-33 1.3e-23 6.5e-13 2.1e-05 0.38 34 65 
527060 1393906 300 7.8e-07 1.9e-47 2.3e-35 3.1e-25 7.1e-14 6.8e-06 0.22 29 71 
526910 1394227 300 4.4e-07 2.2e-50 1.2e-37 6.5e-27 7.0e-15 2.0e-06 0.13 24 75 
526758 1394554 300 2.5e-07 1.9e-53 5.3e-40 1.1e-28 6.1e-16 5.7e-07 0.070 20 80 
526604 1394884 300 1.4e-07 1.2e-56 1.8e-42 1.6e-30 4.7e-17 1.5e-07 0.037 16 84 
526447 1395220 300 8.1e-08 5.0e-60 4.5e-45 1.8e-32 3.2e-18 3.6e-08 0.019 12 88 
526289 1395560 300 4.6e-08 1.6e-63 8.9e-48 1.7e-34 1.9e-19 8.2e-09 0.0092 9.3 91 
526128 1395904 300 2.6e-08 3.5e-67 1.3e-50 1.3e-36 1.0e-20 1.7e-09 0.0043 6.9 93 
525966 1396253 300 1.5e-08 5.5e-71 1.5e-53 8.0e-39 4.6e-22 3.4e-10 0.0019 5.0 95 
525801 1396606 300 8.3e-09 6.0e-75 1.3e-56 4.0e-41 1.9e-23 6.1e-11 0.00083 3.5 96 
525634 1396964 300 4.7e-09 4.4e-79 8.3e-60 1.6e-43 6.4e-25 1.0e-11 0.00034 2.4 98 
525465 1397327 300 2.6e-09 2.2e-83 3.9e-63 5.0e-46 1.9e-26 1.6e-12 0.00013 1.6 98 
525294 1397694 300 1.5e-09 7.6e-88 1.4e-66 1.2e-48 4.9e-28 2.2e-13 5.1e-05 1.0 99 
525120 1398066 300 8.2e-10 1.7e-92 3.4e-70 2.4e-51 1.1e-29 2.9e-14 1.8e-05 0.66 99 
524945 1398442 300 4.5e-10 2.6e-97 6.2e-74 3.8e-54 2.1e-31 3.5e-15 6.4e-06 0.41 1.0e+02 
524767 1398822 300 2.5e-10 2.6e-102 8.3e-78 4.5e-57 3.3e-33 3.8e-16 2.1e-06 0.25 1.0e+02 
524588 1399207 300 1.4e-10 1.7e-107 7.8e-82 4.2e-60 4.6e-35 3.8e-17 6.7e-07 0.14 1.0e+02 
524406 1399597 300 7.4e-11 6.9e-113 5.2e-86 3.0e-63 5.3e-37 3.5e-18 2.0e-07 0.081 1.0e+02 
524222 1399991 300 4.0e-11 1.8e-118 2.4e-90 1.6e-66 5.2e-39 2.9e-19 5.8e-08 0.045 1.0e+02 
524036 1400390 300 2.1e-11 3.0e-124 7.8e-95 6.7e-70 4.3e-41 2.1e-20 1.6e-08 0.024 1.0e+02 
523848 1400793 300 1.1e-11 3.1e-130 1.8e-99 2.1e-73 3.0e-43 1.5e-21 4.1e-09 0.012 1.0e+02 
523658 1401201 300 6.0e-12 2.0e-136 2.7e-104 4.9e-77 1.7e-45 8.9e-23 1.0e-09 0.0063 1.0e+02 
523466 1401614 300 3.2e-12 7.5e-143 2.8e-109 8.4e-81 8.0e-48 4.9e-24 2.4e-10 0.0030 1.0e+02 
523271 1402031 300 1.6e-12 1.7e-149 1.9e-114 1.1e-84 3.1e-50 2.4e-25 5.4e-11 0.0014 1.0e+02 
523075 1402452 300 8.5e-13 2.4e-156 9.3e-120 1.0e-88 1.0e-52 1.1e-26 1.1e-11 0.00066 1.0e+02 
522876 1402878 300 4.3e-13 2.0e-163 2.8e-125 7.0e-93 2.7e-55 4.2e-28 2.3e-12 0.00029 1.0e+02 
522675 1403309 300 2.2e-13 9.2e-171 5.7e-131 3.5e-97 5.7e-58 1.5e-29 4.3e-13 0.00012 1.0e+02 
522473 1403744 300 1.1e-13 2.5e-178 7.6e-137 1.2e-101 9.9e-61 4.6e-31 7.7e-14 5.1e-05 1.0e+02 
522268 1404183 300 5.5e-14 4.0e-186 6.5e-143 3.2e-106 1.4e-63 1.3e-32 1.3e-14 2.0e-05 1.0e+02 
522061 1404627 300 2.7e-14 3.6e-194 3.5e-149 5.9e-111 1.6e-66 3.2e-34 2.0e-15 7.9e-06 1.0e+02 
521851 1405076 300 1.3e-14 1.7e-202 1.2e-155 7.5e-116 1.4e-69 6.8e-36 3.0e-16 2.9e-06 1.0e+02 
521640 1405529 300 6.4e-15 4.6e-211 2.6e-162 6.8e-121 1.1e-72 1.3e-37 4.2e-17 1.0e-06 1.0e+02 
521427 1405987 300 3.0e-15 6.7e-220 3.4e-169 4.2e-126 6.1e-76 2.2e-39 5.5e-18 3.6e-07 1.0e+02 
521211 1406449 300 1.4e-15 5.2e-229 2.8e-176 1.8e-131 2.8e-79 3.2e-41 6.8e-19 1.2e-07 1.0e+02 
520993 1406916 300 6.7e-16 2.1e-238 1.4e-183 5.4e-137 9.9e-83 4.0e-43 7.8e-20 3.9e-08 1.0e+02 
520774 1407387 300 3.1e-16 4.7e-248 4.1e-191 1.1e-142 2.8e-86 4.5e-45 8.3e-21 1.2e-08 1.0e+02 
520552 1407863 300 1.4e-16 5.3e-258 7.3e-199 1.5e-148 6.1e-90 4.4e-47 8.2e-22 3.6e-09 1.0e+02 
520328 1408343 300 6.3e-17 3.0e-268 7.9e-207 1.4e-154 1.0e-93 3.7e-49 7.6e-23 1.0e-09 1.0e+02 
520102 1408828 300 2.8e-17 8.8e-279 4.9e-215 8.2e-161 1.4e-97 2.7e-51 6.5e-24 2.8e-10 1.0e+02 
519873 1409317 300 1.2e-17 1.3e-289 1.7e-223 3.3e-167 1.4e-101 1.7e-53 5.2e-25 7.5e-11 1.0e+02 
519643 1409811 300 5.3e-18 9.0e-301 3.6e-232 8.6e-174 1.1e-105 8.9e-56 3.8e-26 1.9e-11 1.0e+02 
519411 1410310 300 2.2e-18 0.0 4.2e-241 1.4e-180 6.3e-110 4.1e-58 2.6e-27 4.7e-12 1.0e+02 
519176 1410813 300 9.4e-19 0.0 2.7e-250 1.6e-187 2.8e-114 1.6e-60 1.6e-28 1.1e-12 1.0e+02 
518939 1411320 300 3.9e-19 0.0 1.0e-259 1.1e-194 9.4e-119 5.4e-63 9.4e-30 2.5e-13 1.0e+02 
518701 1411832 300 1.6e-19 0.0 2.1e-269 5.1e-202 2.4e-123 1.6e-65 5.0e-31 5.5e-14 1.0e+02 
518460 1412349 300 6.3e-20 0.0 2.2e-279 1.4e-209 4.4e-128 3.7e-68 2.4e-32 1.1e-14 1.0e+02 
518217 1412870 300 2.5e-20 0.0 1.3e-289 2.5e-217 6.2e-133 7.6e-71 1.1e-33 2.3e-15 1.0e+02 
517972 1413396 300 9.5e-21 0.0 4.1e-300 2.7e-225 6.4e-138 1.3e-73 4.5e-35 4.4e-16 1.0e+02 
517724 1413926 300 3.6e-21 0.0 0.0 1.8e-233 4.8e-143 1.9e-76 1.7e-36 8.1e-17 1.0e+02 
517475 1414461 300 1.3e-21 0.0 0.0 7.2e-242 2.7e-148 2.3e-79 5.8e-38 1.4e-17 1.0e+02 
517224 1415000 300 4.9e-22 0.0 0.0 1.8e-250 1.1e-153 2.4e-82 1.8e-39 2.4e-18 1.0e+02 
516970 1415544 300 1.8e-22 0.0 0.0 2.6e-259 3.1e-159 2.0e-85 5.2e-41 3.9e-19 1.0e+02 
516714 1416092 300 6.2e-23 0.0 0.0 2.3e-268 6.6e-165 1.4e-88 1.3e-42 6.0e-20 1.0e+02 
516457 1416645 300 2.1e-23 0.0 0.0 1.2e-277 1.0e-170 8.1e-92 3.2e-44 8.8e-21 1.0e+02 
516197 1417202 300 7.2e-24 0.0 0.0 3.7e-287 1.1e-176 3.9e-95 6.7e-46 1.2e-21 1.0e+02 
515935 1417764 300 2.4e-24 0.0 0.0 6.6e-297 8.1e-183 1.6e-98 1.3e-47 1.6e-22 1.0e+02 
515671 1418331 300 7.7e-25 0.0 0.0 0.0 4.3e-189 5.0e-102 2.3e-49 2.1e-23 1.0e+02 
515404 1418902 300 2.4e-25 0.0 0.0 0.0 1.6e-195 1.3e-105 3.5e-51 2.5e-24 1.0e+02 
515136 1419477 300 7.5e-26 0.0 0.0 0.0 4.2e-202 2.9e-109 5.0e-53 2.9e-25 1.0e+02 
514865 1420057 300 2.3e-26 0.0 0.0 0.0 7.5e-209 5.1e-113 6.4e-55 3.2e-26 1.0e+02 
514593 1420642 300 6.7e-27 0.0 0.0 0.0 9.3e-216 7.3e-117 7.3e-57 3.4e-27 1.0e+02 
514318 1421231 300 1.9e-27 0.0 0.0 0.0 7.9e-223 8.5e-121 7.5e-59 3.3e-28 1.0e+02 
514041 1421824 300 5.4e-28 0.0 0.0 0.0 4.6e-230 8.0e-125 6.9e-61 3.1e-29 1.0e+02 
513762 1422423 300 1.5e-28 0.0 0.0 0.0 1.8e-237 5.9e-129 5.6e-63 2.7e-30 1.0e+02 
513481 1423025 300 4.0e-29 0.0 0.0 0.0 4.8e-245 3.6e-133 4.1e-65 2.3e-31 1.0e+02 
513198 1423632 300 1.0e-29 0.0 0.0 0.0 8.5e-253 1.7e-137 2.7e-67 1.8e-32 1.0e+02 
512913 1424244 300 2.6e-30 0.0 0.0 0.0 9.9e-261 6.5e-142 1.6e-69 1.4e-33 1.0e+02 
512626 1424861 300 6.4e-31 0.0 0.0 0.0 7.6e-269 1.9e-146 8.0e-72 9.6e-35 1.0e+02 
512336 1425481 300 1.5e-31 0.0 0.0 0.0 3.9e-277 4.7e-151 3.7e-74 6.4e-36 1.0e+02 
512044 1426107 300 3.6e-32 0.0 0.0 0.0 1.3e-285 8.6e-156 1.5e-76 4.0e-37 1.0e+02 
511751 1426737 300 8.1e-33 0.0 0.0 0.0 0.0 1.3e-160 5.2e-79 2.4e-38 1.0e+02 
511455 1427371 300 1.8e-33 0.0 0.0 0.0 0.0 1.5e-165 1.6e-81 1.3e-39 1.0e+02 
511157 1428010 300 3.8e-34 0.0 0.0 0.0 0.0 1.3e-170 4.5e-84 6.8e-41 1.0e+02 
510857 1428653 300 8.0e-35 0.0 0.0 0.0 0.0 9.0e-176 1.1e-86 3.3e-42 1.0e+02 
510555 1429301 300 1.6e-35 0.0 0.0 0.0 0.0 4.8e-181 2.3e-89 1.5e-43 1.0e+02 
510250 1429954 300 3.1e-36 0.0 0.0 0.0 0.0 2.0e-186 4.2e-92 6.4e-45 1.0e+02 
509944 1430611 300 6.0e-37 0.0 0.0 0.0 0.0 6.2e-192 6.8e-95 2.5e-46 1.0e+02 
509636 1431273 300 1.1e-37 0.0 0.0 0.0 0.0 1.5e-197 9.6e-98 9.4e-48 1.0e+02 
509325 1431939 300 1.9e-38 0.0 0.0 0.0 0.0 2.8e-203 1.2e-100 3.3e-49 1.0e+02 
509012 1432609 300 3.4e-39 0.0 0.0 0.0 0.0 3.9e-209 1.2e-103 1.1e-50 1.0e+02 
508697 1433285 300 5.6e-40 0.0 0.0 0.0 0.0 4.0e-215 1.1e-106 3.2e-52 1.0e+02 
508380 1433964 300 9.0e-41 0.0 0.0 0.0 0.0 3.2e-221 9.0e-110 8.8e-54 1.0e+02 
508061 1434649 300 1.4e-41 0.0 0.0 0.0 0.0 1.9e-227 6.1e-113 2.3e-55 1.0e+02 
507740 1435337 300 2.1e-42 0.0 0.0 0.0 0.0 8.6e-234 3.6e-116 5.5e-57 1.0e+02 
507417 1436031 300 3.1e-43 0.0 0.0 0.0 0.0 2.8e-240 1.8e-119 1.2e-58 1.0e+02 
507091 1436729 300 4.4e-44 0.0 0.0 0.0 0.0 6.8e-247 7.9e-123 2.5e-60 1.0e+02 
506764 1437431 300 6.0e-45 0.0 0.0 0.0 0.0 1.2e-253 2.9e-126 4.7e-62 1.0e+02 
506434 1438138 300 7.8e-46 0.0 0.0 0.0 0.0 1.7e-260 9.2e-130 8.3e-64 1.0e+02 
506102 1438849 300 1.0e-46 0.0 0.0 0.0 0.0 1.6e-267 2.5e-133 1.3e-65 1.0e+02 
505769 1439565 300 1.2e-47 0.0 0.0 0.0 0.0 1.2e-274 5.7e-137 2.0e-67 1.0e+02 
505433 1440286 300 1.4e-48 0.0 0.0 0.0 0.0 0.0 1.1e-140 2.7e-69 1.0e+02 
505095 1441011 300 1.6e-49 0.0 0.0 0.0 0.0 0.0 1.8e-144 3.4e-71 1.0e+02 
504754 1441740 300 1.8e-50 0.0 0.0 0.0 0.0 0.0 2.5e-148 3.9e-73 1.0e+02 
504412 1442475 300 1.9e-51 0.0 0.0 0.0 0.0 0.0 2.9e-152 4.1e-75 1.0e+02 
504068 1443213 300 1.9e-52 0.0 0.0 0.0 0.0 0.0 2.8e-156 3.9e-77 1.0e+02 
503721 1443956 300 1.9e-53 0.0 0.0 0.0 0.0 0.0 2.3e-160 3.5e-79 1.0e+02 
503372 1444704 300 1.8e-54 0.0 0.0 0.0 0.0 0.0 1.6e-164 2.8e-81 1.0e+02 
503022 1445456 300 1.6e-55 0.0 0.0 0.0 0.0 0.0 9.1e-169 2.0e-83 1.0e+02 
502669 1446213 300 1.4e-56 0.0 0.0 0.0 0.0 0.0 4.3e-173 1.4e-85 1.0e+02 
502314 1446974 300 1.1e-57 0.0 0.0 0.0 0.0 0.0 1.7e-177 8.2e-88 1.0e+02 
501957 1447740 300 9.2e-59 0.0 0.0 0.0 0.0 0.0 5.7e-182 4.5e-90 1.0e+02 
501597 1448511 300 7.0e-60 0.0 0.0 0.0 0.0 0.0 1.5e-186 2.2e-92 1.0e+02 
501236 1449285 300 5.2e-61 0.0 0.0 0.0 0.0 0.0 3.5e-191 1.0e-94 1.0e+02 
500873 1450065 300 3.7e-62 0.0 0.0 0.0 0.0 0.0 6.3e-196 4.1e-97 1.0e+02 
500507 1450849 300 2.5e-63 0.0 0.0 0.0 0.0 0.0 9.6e-201 1.5e-99 1.0e+02 
500139 1451637 300 1.6e-64 0.0 0.0 0.0 0.0 0.0 1.2e-205 5.1e-102 1.0e+02 
499770 1452430 300 1.0e-65 0.0 0.0 0.0 0.0 0.0 1.2e-210 1.5e-104 1.0e+02 
499398 1453228 300 6.0e-67 0.0 0.0 0.0 0.0 0.0 1.0e-215 4.1e-107 1.0e+02 
499024 1454030 300 3.4e-68 0.0 0.0 0.0 0.0 0.0 6.7e-221 9.9e-110 1.0e+02 
498647 1454837 300 1.9e-69 0.0 0.0 0.0 0.0 0.0 3.6e-226 2.2e-112 1.0e+02 
498269 1455648 300 9.7e-71 0.0 0.0 0.0 0.0 0.0 1.6e-231 4.2e-115 1.0e+02 
497889 1456463 300 4.8e-72 0.0 0.0 0.0 0.0 0.0 5.8e-237 7.4e-118 1.0e+02 
497506 1457284 300 2.3e-73 0.0 0.0 0.0 0.0 0.0 1.7e-242 1.1e-120 1.0e+02 
497122 1458108 300 1.0e-74 0.0 0.0 0.0 0.0 0.0 4.7e-248 1.6e-123 1.0e+02 
496735 1458938 300 4.5e-76 0.0 0.0 0.0 0.0 0.0 0.0 2.0e-126 1.0e+02 
496346 1459771 300 1.9e-77 0.0 0.0 0.0 0.0 0.0 0.0 2.2e-129 1.0e+02 
495955 1460610 300 7.4e-79 0.0 0.0 0.0 0.0 0.0 0.0 2.2e-132 1.0e+02 
495562 1461453 300 2.8e-80 0.0 0.0 0.0 0.0 0.0 0.0 1.9e-135 1.0e+02 
495167 1462300 300 1.0e-81 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-138 1.0e+02 
494770 1463152 300 3.4e-83 0.0 0.0 0.0 0.0 0.0 0.0 1.0e-141 1.0e+02 
494371 1464008 300 1.1e-84 0.0 0.0 0.0 0.0 0.0 0.0 6.1e-145 1.0e+02 
493969 1464869 300 3.5e-86 0.0 0.0 0.0 0.0 0.0 0.0 3.2e-148 1.0e+02 
493565 1465735 300 1.0e-87 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-151 1.0e+02 
493160 1466605 300 2.9e-89 0.0 0.0 0.0 0.0 0.0 0.0 6.3e-155 1.0e+02 
492752 1467480 300 7.6e-91 0.0 0.0 0.0 0.0 0.0 0.0 2.3e-158 1.0e+02 
492342 1468359 300 1.9e-92 0.0 0.0 0.0 0.0 0.0 0.0 7.3e-162 1.0e+02 
491930 1469242 300 4.7e-94 0.0 0.0 0.0 0.0 0.0 0.0 2.0e-165 1.0e+02 
491516 1470131 300 1.1e-95 0.0 0.0 0.0 0.0 0.0 0.0 5.0e-169 1.0e+02 
491100 1471023 300 2.3e-97 0.0 0.0 0.0 0.0 0.0 0.0 1.1e-172 1.0e+02 
490681 1471921 300 4.8e-99 0.0 0.0 0.0 0.0 0.0 0.0 2.0e-176 1.0e+02 
490261 1472822 300 9.5e-101 0.0 0.0 0.0 0.0 0.0 0.0 3.2e-180 1.0e+02 
532277 1382712 300 4.6e+03 7.0 18 29 29 13 3.2 0.38 0.012 
532262 1382738 300 4.5e+03 7.0 18 29 29 13 3.2 0.37 0.011 
532245 1382768 300 4.4e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532225 1382803 300 4.2e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532202 1382842 300 4.1e+03 6.8 18 29 29 13 3.1 0.37 0.011 
532177 1382885 300 3.9e+03 6.7 18 29 29 13 3.1 0.36 0.011 
532150 1382932 300 3.7e+03 6.6 18 29 29 14 3.2 0.36 0.011 
532120 1382984 300 3.4e+03 6.4 18 30 29 14 3.2 0.37 0.011 
532087 1383041 300 3.2e+03 6.2 17 30 30 14 3.2 0.37 0.011 
532052 1383101 300 2.9e+03 5.9 17 30 30 14 3.3 0.38 0.011 
532015 1383166 300 2.6e+03 5.6 17 29 30 14 3.4 0.39 0.012 
531975 1383236 300 2.3e+03 5.2 16 29 31 15 3.5 0.40 0.012 
531932 1383309 300 2.0e+03 4.9 16 29 31 15 3.6 0.41 0.013 
531887 1383387 300 1.8e+03 4.5 15 29 32 16 3.8 0.43 0.013 
531840 1383469 300 1.5e+03 4.1 14 29 32 16 4.0 0.45 0.014 
531790 1383556 300 1.3e+03 3.7 13 28 33 17 4.2 0.48 0.015 
531737 1383647 300 1.1e+03 3.3 13 28 33 18 4.5 0.51 0.016 
531682 1383742 300 9.0e+02 2.9 12 27 34 19 4.8 0.55 0.017 
531625 1383842 300 7.3e+02 2.5 11 26 35 20 5.2 0.60 0.018 
531565 1383946 300 5.9e+02 2.1 9.6 25 35 22 5.7 0.65 0.020 
531502 1384054 300 4.7e+02 1.7 8.5 24 35 23 6.3 0.72 0.022 
531437 1384167 300 3.7e+02 1.3 7.3 22 36 25 7.0 0.81 0.025 
531370 1384283 300 2.9e+02 1.0 6.2 21 36 27 7.9 0.92 0.029 
531300 1384405 300 2.2e+02 0.76 5.1 19 36 30 9.0 1.1 0.033 
531227 1384530 300 1.6e+02 0.54 4.1 17 35 32 10 1.2 0.039 
531152 1384660 300 1.2e+02 0.37 3.2 15 34 35 12 1.5 0.046 
531075 1384794 300 90 0.24 2.4 12 32 37 14 1.7 0.054 
530995 1384933 300 65 0.15 1.7 10 30 40 16 2.1 0.066 
530912 1385076 300 47 0.089 1.2 8.0 28 42 18 2.5 0.080 
530827 1385223 300 34 0.050 0.79 6.2 25 44 21 3.0 0.098 
530740 1385375 300 24 0.026 0.50 4.6 22 45 24 3.6 0.12 
530650 1385531 300 17 0.013 0.30 3.3 19 45 27 4.4 0.15 
530557 1385691 300 12 0.0057 0.17 2.2 16 45 31 5.3 0.19 
530462 1385855 300 8.2 0.0024 0.089 1.4 13 44 35 6.4 0.23 
530365 1386024 300 5.7 0.00093 0.044 0.89 10 43 38 7.8 0.29 
530265 1386197 300 3.9 0.00033 0.021 0.53 7.8 40 42 9.3 0.36 
530162 1386375 300 2.7 0.00011 0.0089 0.29 5.8 37 45 11 0.45 
530057 1386557 300 1.8 3.1e-05 0.0036 0.15 4.1 34 48 13 0.57 
529950 1386743 300 1.2 8.3e-06 0.0013 0.077 2.8 30 51 16 0.71 
529840 1386934 300 0.83 2.0e-06 0.00046 0.036 1.9 26 53 18 0.88 
529727 1387128 300 0.55 4.2e-07 0.00014 0.016 1.2 22 54 21 1.1 
529612 1387328 300 0.37 8.0e-08 4.1e-05 0.0064 0.74 18 55 25 1.4 
529495 1387531 300 0.24 1.3e-08 1.1e-05 0.0025 0.44 15 55 28 1.7 
529375 1387739 300 0.16 2.0e-09 2.6e-06 0.00087 0.25 12 54 32 2.1 
529252 1387951 300 0.10 2.6e-10 5.5e-07 0.00029 0.13 8.8 52 36 2.6 
529127 1388168 300 0.068 2.9e-11 1.1e-07 8.7e-05 0.068 6.6 50 41 3.2 
529000 1388388 300 0.044 2.8e-12 1.8e-08 2.4e-05 0.033 4.8 46 45 3.9 
528870 1388614 300 0.028 2.3e-13 2.8e-09 6.1e-06 0.015 3.4 43 49 4.8 
528737 1388843 300 0.018 1.7e-14 3.8e-10 1.4e-06 0.0068 2.3 39 53 5.8 
528602 1389077 300 0.012 9.9e-16 4.5e-11 3.0e-07 0.0028 1.5 34 57 7.0 
