#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
467843 1436768 300 5.7e-48 0.0 0.0 0.0 0.0 0.0 3.6e-250 2.0e-123 1.0e+02 
467138 1437359 300 5.8e-49 0.0 0.0 0.0 0.0 0.0 4.7e-256 1.9e-126 1.0e+02 
466429 1437954 300 5.8e-50 0.0 0.0 0.0 0.0 0.0 4.9e-262 1.7e-129 1.0e+02 
465717 1438551 300 5.6e-51 0.0 0.0 0.0 0.0 0.0 4.1e-268 1.3e-132 1.0e+02 
465001 1439152 300 5.2e-52 0.0 0.0 0.0 0.0 0.0 0.0 8.4e-136 1.0e+02 
464281 1439757 300 4.6e-53 0.0 0.0 0.0 0.0 0.0 0.0 4.9e-139 1.0e+02 
463557 1440364 300 4.0e-54 0.0 0.0 0.0 0.0 0.0 0.0 2.5e-142 1.0e+02 
462829 1440975 300 3.3e-55 0.0 0.0 0.0 0.0 0.0 0.0 1.1e-145 1.0e+02 
462097 1441589 300 2.7e-56 0.0 0.0 0.0 0.0 0.0 0.0 4.3e-149 1.0e+02 
461362 1442206 300 2.1e-57 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-152 1.0e+02 
460623 1442826 300 1.6e-58 0.0 0.0 0.0 0.0 0.0 0.0 4.3e-156 1.0e+02 
459880 1443449 300 1.1e-59 0.0 0.0 0.0 0.0 0.0 0.0 1.1e-159 1.0e+02 
459133 1444076 300 7.8e-61 0.0 0.0 0.0 0.0 0.0 0.0 2.5e-163 1.0e+02 
458382 1444706 300 5.2e-62 0.0 0.0 0.0 0.0 0.0 0.0 4.8e-167 1.0e+02 
457627 1445339 300 3.3e-63 0.0 0.0 0.0 0.0 0.0 0.0 8.0e-171 1.0e+02 
456869 1445976 300 2.0e-64 0.0 0.0 0.0 0.0 0.0 0.0 1.2e-174 1.0e+02 
456107 1446615 300 1.2e-65 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-178 1.0e+02 
532270 1382704 300 4.6e+03 7.0 18 29 29 13 3.2 0.38 0.012 
532245 1382722 300 4.6e+03 7.0 18 29 29 13 3.2 0.37 0.011 
532216 1382742 300 4.5e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532184 1382765 300 4.4e+03 6.9 18 29 29 13 3.1 0.36 0.011 
532147 1382790 300 4.3e+03 6.8 18 29 29 13 3.1 0.36 0.011 
532106 1382819 300 4.2e+03 6.7 18 30 29 13 3.1 0.36 0.011 
532061 1382851 300 4.1e+03 6.5 18 30 29 13 3.1 0.36 0.011 
532011 1382885 300 3.9e+03 6.3 18 30 29 14 3.1 0.36 0.011 
531958 1382922 300 3.7e+03 6.1 17 30 30 14 3.2 0.36 0.011 
531901 1382962 300 3.5e+03 5.8 17 30 30 14 3.2 0.36 0.011 
531839 1383005 300 3.3e+03 5.5 16 30 30 14 3.3 0.37 0.011 
531774 1383051 300 3.0e+03 5.2 16 29 31 15 3.4 0.38 0.011 
531704 1383100 300 2.8e+03 4.8 15 29 31 15 3.5 0.39 0.011 
531631 1383152 300 2.6e+03 4.4 15 29 32 16 3.6 0.40 0.012 
531553 1383206 300 2.3e+03 4.0 14 29 33 16 3.8 0.41 0.012 
531471 1383264 300 2.1e+03 3.6 13 28 33 17 4.0 0.43 0.013 
531385 1383324 300 1.9e+03 3.1 12 28 34 18 4.3 0.46 0.013 
531295 1383387 300 1.6e+03 2.7 11 27 35 19 4.6 0.49 0.014 
531201 1383453 300 1.4e+03 2.3 10 26 35 21 5.0 0.53 0.015 
531102 1383522 300 1.3e+03 1.9 9.1 25 36 22 5.5 0.58 0.017 
531000 1383593 300 1.1e+03 1.5 8.0 23 36 24 6.1 0.64 0.018 
530893 1383668 300 9.3e+02 1.2 6.8 22 37 26 6.9 0.72 0.020 
530783 1383745 300 7.8e+02 0.87 5.7 20 37 28 7.7 0.82 0.023 
530668 1383826 300 6.5e+02 0.63 4.6 18 36 31 8.8 0.94 0.026 
530549 1383909 300 5.4e+02 0.44 3.7 16 36 33 10 1.1 0.030 
530426 1383995 300 4.5e+02 0.30 2.8 13 34 36 12 1.3 0.036 
530299 1384084 300 3.7e+02 0.19 2.1 11 33 39 13 1.5 0.042 
530168 1384176 300 3.0e+02 0.11 1.5 9.1 31 41 15 1.8 0.050 
530033 1384270 300 2.4e+02 0.066 0.99 7.2 29 43 18 2.1 0.060 
529894 1384368 300 1.9e+02 0.036 0.64 5.5 26 45 20 2.6 0.072 
529751 1384468 300 1.6e+02 0.018 0.40 4.0 23 47 23 3.1 0.087 
529603 1384571 300 1.2e+02 0.0086 0.23 2.8 20 47 26 3.7 0.11 
529452 1384677 300 99 0.0038 0.13 1.9 17 48 29 4.4 0.13 
529296 1384786 300 78 0.0015 0.067 1.2 14 47 33 5.3 0.16 
529136 1384898 300 62 0.00058 0.033 0.75 11 46 36 6.3 0.20 
528972 1385013 300 49 0.00020 0.015 0.44 8.6 44 40 7.5 0.24 
528805 1385131 300 38 6.3e-05 0.0064 0.24 6.5 41 43 8.9 0.30 
528632 1385251 300 30 1.8e-05 0.0026 0.13 4.7 38 46 11 0.36 
528456 1385374 300 23 4.6e-06 0.00094 0.064 3.4 34 49 12 0.45 
528276 1385501 300 18 1.1e-06 0.00032 0.030 2.3 30 52 15 0.55 
528092 1385630 300 14 2.2e-07 9.9e-05 0.013 1.5 26 54 17 0.68 
527903 1385762 300 11 4.1e-08 2.8e-05 0.0053 0.98 23 56 20 0.84 
527711 1385896 300 8.4 6.8e-09 7.3e-06 0.0021 0.60 19 57 23 1.0 
527514 1386034 300 6.4 9.7e-10 1.7e-06 0.00073 0.35 15 57 26 1.3 
527314 1386174 300 4.9 1.2e-10 3.6e-07 0.00024 0.20 12 56 30 1.6 
527109 1386318 300 3.8 1.3e-11 6.9e-08 7.3e-05 0.11 9.6 55 34 1.9 
526900 1386464 300 2.9 1.3e-12 1.2e-08 2.0e-05 0.054 7.3 53 38 2.3 
526687 1386613 300 2.2 1.0e-13 1.8e-09 5.2e-06 0.026 5.4 50 42 2.8 
526470 1386765 300 1.7 7.1e-15 2.4e-10 1.2e-06 0.012 3.9 47 46 3.4 
526249 1386920 300 1.2 4.1e-16 2.8e-11 2.6e-07 0.0053 2.7 43 50 4.1 
526023 1387078 300 0.94 2.0e-17 2.8e-12 4.9e-08 0.0022 1.9 39 54 4.9 
525794 1387238 300 0.71 8.4e-19 2.6e-13 8.6e-09 0.00085 1.2 35 58 5.9 
525561 1387402 300 0.53 2.9e-20 2.0e-14 1.3e-09 0.00031 0.79 31 62 7.1 
525323 1387568 300 0.40 8.1e-22 1.3e-15 1.9e-10 0.00010 0.49 26 65 8.4 
525081 1387737 300 0.30 1.9e-23 7.6e-17 2.3e-11 3.3e-05 0.29 23 67 9.9 
524836 1387910 300 0.22 3.5e-25 3.7e-18 2.5e-12 9.8e-06 0.17 19 69 12 
524586 1388084 300 0.16 5.4e-27 1.5e-19 2.5e-13 2.7e-06 0.095 16 71 14 
524332 1388262 300 0.12 6.6e-29 5.4e-21 2.1e-14 6.9e-07 0.051 13 71 16 
524074 1388443 300 0.088 6.3e-31 1.6e-22 1.6e-15 1.6e-07 0.026 10 72 18 
523812 1388627 300 0.064 4.8e-33 3.8e-24 1.0e-16 3.5e-08 0.013 7.8 71 21 
523546 1388813 300 0.047 2.9e-35 7.7e-26 5.8e-18 6.9e-09 0.0061 6.0 70 24 
523275 1389002 300 0.034 1.3e-37 1.3e-27 2.8e-19 1.3e-09 0.0028 4.5 68 28 
523001 1389194 300 0.025 4.8e-40 1.7e-29 1.2e-20 2.1e-10 0.0012 3.3 65 32 
522722 1389389 300 0.018 1.3e-42 1.9e-31 4.2e-22 3.1e-11 0.00048 2.3 62 36 
522440 1389587 300 0.013 2.7e-45 1.6e-33 1.3e-23 4.2e-12 0.00019 1.6 58 40 
522153 1389788 300 0.0092 4.1e-48 1.1e-35 3.2e-25 5.1e-13 6.9e-05 1.1 54 45 
521862 1389992 300 0.0066 4.7e-51 6.3e-38 6.9e-27 5.6e-14 2.4e-05 0.74 49 50 
521567 1390198 300 0.0047 3.9e-54 2.8e-40 1.2e-28 5.4e-15 7.7e-06 0.47 44 55 
521268 1390407 300 0.0034 2.4e-57 9.5e-43 1.8e-30 4.7e-16 2.3e-06 0.30 39 61 
520965 1390620 300 0.0024 1.1e-60 2.5e-45 2.2e-32 3.6e-17 6.7e-07 0.18 34 66 
520658 1390835 300 0.0017 3.3e-64 5.1e-48 2.2e-34 2.4e-18 1.8e-07 0.10 29 71 
520347 1391053 300 0.0013 7.4e-68 7.8e-51 1.8e-36 1.4e-19 4.4e-08 0.058 24 76 
520031 1391274 300 0.00091 1.1e-71 9.0e-54 1.1e-38 7.4e-21 1.0e-08 0.031 20 80 
519712 1391497 300 0.00066 1.2e-75 8.0e-57 6.1e-41 3.3e-22 2.1e-09 0.016 16 84 
519388 1391724 300 0.00048 9.0e-80 5.1e-60 2.5e-43 1.3e-23 4.1e-10 0.0081 12 88 
519061 1391953 300 0.00035 4.6e-84 2.5e-63 8.4e-46 4.3e-25 7.4e-11 0.0039 9.2 91 
518729 1392186 300 0.00026 1.5e-88 8.7e-67 2.2e-48 1.2e-26 1.2e-11 0.0018 6.8 93 
518393 1392421 300 0.00019 3.4e-93 2.2e-70 4.4e-51 3.1e-28 1.8e-12 0.00077 4.9 95 
518053 1392659 300 0.00014 5.0e-98 4.1e-74 7.0e-54 6.4e-30 2.5e-13 0.00032 3.4 97 
517709 1392900 300 0.00010 4.8e-103 5.4e-78 8.6e-57 1.1e-31 3.1e-14 0.00013 2.3 98 
517361 1393143 300 7.7e-05 3.0e-108 5.2e-82 8.3e-60 1.8e-33 3.6e-15 4.9e-05 1.6 98 
517009 1393390 300 5.7e-05 1.2e-113 3.4e-86 6.0e-63 2.2e-35 3.7e-16 1.8e-05 1.0 99 
516652 1393640 300 4.2e-05 3.0e-119 1.6e-90 3.3e-66 2.4e-37 3.5e-17 6.1e-06 0.64 99 
516292 1393892 300 3.1e-05 4.9e-125 5.1e-95 1.4e-69 2.2e-39 3.0e-18 2.0e-06 0.39 1.0e+02 
515927 1394147 300 2.3e-05 4.8e-131 1.1e-99 4.4e-73 1.6e-41 2.3e-19 6.3e-07 0.23 1.0e+02 
515559 1394405 300 1.7e-05 2.9e-137 1.7e-104 1.1e-76 1.0e-43 1.6e-20 1.9e-07 0.14 1.0e+02 
515186 1394666 300 1.2e-05 1.1e-143 1.8e-109 1.9e-80 5.4e-46 9.8e-22 5.3e-08 0.077 1.0e+02 
514809 1394930 300 8.9e-06 2.4e-150 1.2e-114 2.4e-84 2.3e-48 5.5e-23 1.4e-08 0.042 1.0e+02 
514428 1395197 300 6.5e-06 3.1e-157 5.6e-120 2.3e-88 8.1e-51 2.7e-24 3.5e-09 0.023 1.0e+02 
514043 1395466 300 4.7e-06 2.4e-164 1.7e-125 1.6e-92 2.3e-53 1.2e-25 8.4e-10 0.012 1.0e+02 
513654 1395739 300 3.4e-06 1.1e-171 3.4e-131 8.0e-97 5.5e-56 4.9e-27 1.9e-10 0.0059 1.0e+02 
513261 1396014 300 2.5e-06 2.8e-179 4.4e-137 2.9e-101 1.0e-58 1.7e-28 4.0e-11 0.0028 1.0e+02 
512864 1396292 300 1.8e-06 4.2e-187 3.6e-143 7.6e-106 1.6e-61 5.4e-30 8.0e-12 0.0013 1.0e+02 
512462 1396573 300 1.3e-06 3.4e-195 1.9e-149 1.4e-110 2.0e-64 1.5e-31 1.5e-12 0.00061 1.0e+02 
512057 1396857 300 9.0e-07 1.6e-203 6.3e-156 1.8e-115 2.0e-67 3.6e-33 2.6e-13 0.00027 1.0e+02 
511647 1397144 300 6.4e-07 3.9e-212 1.3e-162 1.6e-120 1.5e-70 7.7e-35 4.3e-14 0.00011 1.0e+02 
511234 1397434 300 4.5e-07 5.3e-221 1.7e-169 9.9e-126 9.7e-74 1.5e-36 6.5e-15 4.7e-05 1.0e+02 
510816 1397726 300 3.2e-07 3.9e-230 1.3e-176 4.2e-131 4.8e-77 2.4e-38 9.3e-16 1.9e-05 1.0e+02 
510394 1398022 300 2.2e-07 1.5e-239 6.2e-184 1.2e-136 1.8e-80 3.4e-40 1.2e-16 7.2e-06 1.0e+02 
509968 1398320 300 1.5e-07 2.9e-249 1.8e-191 2.4e-142 5.6e-84 4.2e-42 1.5e-17 2.7e-06 1.0e+02 
509538 1398621 300 1.1e-07 3.0e-259 3.0e-199 3.3e-148 1.3e-87 4.5e-44 1.7e-18 9.5e-07 1.0e+02 
509104 1398925 300 7.4e-08 1.6e-269 3.1e-207 2.9e-154 2.4e-91 4.2e-46 1.9e-19 3.2e-07 1.0e+02 
508666 1399232 300 5.0e-08 4.2e-280 1.8e-215 1.7e-160 3.4e-95 3.4e-48 1.8e-20 1.1e-07 1.0e+02 
508223 1399542 300 3.4e-08 5.4e-291 6.0e-224 6.7e-167 3.6e-99 2.3e-50 1.7e-21 3.4e-08 1.0e+02 
507777 1399854 300 2.3e-08 3.5e-302 1.2e-232 1.7e-173 3.0e-103 1.4e-52 1.4e-22 1.0e-08 1.0e+02 
507326 1400170 300 1.5e-08 9.7e-314 1.3e-241 2.8e-180 1.9e-107 7.0e-55 1.1e-23 3.0e-09 1.0e+02 
506872 1400488 300 1.0e-08 0.0 8.0e-251 3.1e-187 8.9e-112 3.1e-57 7.7e-25 8.4e-10 1.0e+02 
506413 1400809 300 6.6e-09 0.0 2.7e-260 2.1e-194 3.2e-116 1.1e-59 5.1e-26 2.2e-10 1.0e+02 
505950 1401133 300 4.3e-09 0.0 5.1e-270 8.8e-202 8.4e-121 3.5e-62 3.1e-27 5.8e-11 1.0e+02 
505483 1401460 300 2.8e-09 0.0 5.2e-280 2.4e-209 1.7e-125 9.4e-65 1.7e-28 1.4e-11 1.0e+02 
505012 1401790 300 1.8e-09 0.0 2.8e-290 4.0e-217 2.4e-130 2.1e-67 8.5e-30 3.3e-12 1.0e+02 
504537 1402123 300 1.1e-09 0.0 8.2e-301 4.1e-225 2.6e-135 3.9e-70 3.9e-31 7.4e-13 1.0e+02 
504058 1402458 300 6.9e-10 0.0 1.3e-311 2.7e-233 2.1e-140 6.2e-73 1.7e-32 1.6e-13 1.0e+02 
503575 1402797 300 4.2e-10 0.0 0.0 1.0e-241 1.2e-145 8.2e-76 6.4e-34 3.2e-14 1.0e+02 
503087 1403138 300 2.6e-10 0.0 0.0 2.4e-250 5.1e-151 9.0e-79 2.2e-35 6.3e-15 1.0e+02 
502596 1403482 300 1.6e-10 0.0 0.0 3.4e-259 1.6e-156 8.3e-82 7.1e-37 1.2e-15 1.0e+02 
502100 1403829 300 9.2e-11 0.0 0.0 2.8e-268 3.4e-162 6.3e-85 2.0e-38 2.0e-16 1.0e+02 
501600 1404179 300 5.4e-11 0.0 0.0 1.3e-277 5.3e-168 3.9e-88 5.3e-40 3.4e-17 1.0e+02 
501097 1404532 300 3.1e-11 0.0 0.0 3.8e-287 5.9e-174 2.0e-91 1.3e-41 5.4e-18 1.0e+02 
500589 1404887 300 1.8e-11 0.0 0.0 6.3e-297 4.7e-180 8.7e-95 2.7e-43 8.1e-19 1.0e+02 
500077 1405246 300 1.0e-11 0.0 0.0 5.8e-307 2.5e-186 3.0e-98 5.1e-45 1.2e-19 1.0e+02 
499561 1405607 300 5.5e-12 0.0 0.0 0.0 9.8e-193 8.5e-102 8.9e-47 1.6e-20 1.0e+02 
499041 1405971 300 3.0e-12 0.0 0.0 0.0 2.6e-199 2.0e-105 1.4e-48 2.0e-21 1.0e+02 
498516 1406339 300 1.6e-12 0.0 0.0 0.0 4.7e-206 3.7e-109 1.9e-50 2.4e-22 1.0e+02 
497988 1406709 300 8.5e-13 0.0 0.0 0.0 6.0e-213 5.6e-113 2.4e-52 2.8e-23 1.0e+02 
497456 1407081 300 4.4e-13 0.0 0.0 0.0 5.3e-220 6.9e-117 2.7e-54 3.0e-24 1.0e+02 
496919 1407457 300 2.3e-13 0.0 0.0 0.0 3.0e-227 6.7e-121 2.6e-56 3.1e-25 1.0e+02 
496378 1407836 300 1.1e-13 0.0 0.0 0.0 1.2e-234 5.2e-125 2.3e-58 2.9e-26 1.0e+02 
495834 1408217 300 5.6e-14 0.0 0.0 0.0 3.2e-242 3.3e-129 1.8e-60 2.7e-27 1.0e+02 
495285 1408601 300 2.7e-14 0.0 0.0 0.0 5.7e-250 1.6e-133 1.3e-62 2.3e-28 1.0e+02 
494732 1408988 300 1.3e-14 0.0 0.0 0.0 6.6e-258 6.5e-138 8.0e-65 1.8e-29 1.0e+02 
494175 1409379 300 6.1e-15 0.0 0.0 0.0 5.0e-266 2.0e-142 4.3e-67 1.4e-30 1.0e+02 
493614 1409771 300 2.8e-15 0.0 0.0 0.0 2.6e-274 5.0e-147 2.1e-69 9.6e-32 1.0e+02 
493049 1410167 300 1.2e-15 0.0 0.0 0.0 8.5e-283 9.6e-152 9.0e-72 6.4e-33 1.0e+02 
492479 1410566 300 5.5e-16 0.0 0.0 0.0 1.8e-291 1.4e-156 3.3e-74 3.9e-34 1.0e+02 
491906 1410967 300 2.4e-16 0.0 0.0 0.0 2.4e-300 1.7e-161 1.1e-76 2.3e-35 1.0e+02 
491328 1411372 300 1.0e-16 0.0 0.0 0.0 0.0 1.5e-166 3.2e-79 1.2e-36 1.0e+02 
490747 1411779 300 4.1e-17 0.0 0.0 0.0 0.0 1.1e-171 8.0e-82 6.2e-38 1.0e+02 
490161 1412189 300 1.7e-17 0.0 0.0 0.0 0.0 5.7e-177 1.8e-84 2.9e-39 1.0e+02 
489571 1412602 300 6.6e-18 0.0 0.0 0.0 0.0 2.4e-182 3.4e-87 1.3e-40 1.0e+02 
488977 1413018 300 2.6e-18 0.0 0.0 0.0 0.0 7.5e-188 5.6e-90 5.3e-42 1.0e+02 
488379 1413437 300 9.6e-19 0.0 0.0 0.0 0.0 1.8e-193 8.1e-93 2.0e-43 1.0e+02 
487777 1413858 300 3.6e-19 0.0 0.0 0.0 0.0 3.3e-199 1.0e-95 7.1e-45 1.0e+02 
487171 1414283 300 1.3e-19 0.0 0.0 0.0 0.0 4.6e-205 1.1e-98 2.3e-46 1.0e+02 
486561 1414710 300 4.5e-20 0.0 0.0 0.0 0.0 4.9e-211 1.0e-101 7.1e-48 1.0e+02 
485946 1415140 300 1.6e-20 0.0 0.0 0.0 0.0 3.8e-217 8.4e-105 2.0e-49 1.0e+02 
485328 1415573 300 5.2e-21 0.0 0.0 0.0 0.0 2.2e-223 5.8e-108 5.2e-51 1.0e+02 
484705 1416009 300 1.7e-21 0.0 0.0 0.0 0.0 9.6e-230 3.4e-111 1.2e-52 1.0e+02 
484079 1416448 300 5.4e-22 0.0 0.0 0.0 0.0 3.1e-236 1.8e-114 2.7e-54 1.0e+02 
483448 1416889 300 1.7e-22 0.0 0.0 0.0 0.0 7.5e-243 7.6e-118 5.6e-56 1.0e+02 
482813 1417334 300 5.1e-23 0.0 0.0 0.0 0.0 1.3e-249 2.8e-121 1.0e-57 1.0e+02 
482174 1417781 300 1.5e-23 0.0 0.0 0.0 0.0 1.7e-256 8.9e-125 1.8e-59 1.0e+02 
481531 1418232 300 4.3e-24 0.0 0.0 0.0 0.0 1.6e-263 2.4e-128 2.9e-61 1.0e+02 
480884 1418685 300 1.2e-24 0.0 0.0 0.0 0.0 1.1e-270 5.3e-132 4.1e-63 1.0e+02 
480233 1419141 300 3.2e-25 0.0 0.0 0.0 0.0 5.3e-278 1.0e-135 5.5e-65 1.0e+02 
479578 1419600 300 8.4e-26 0.0 0.0 0.0 0.0 1.9e-285 1.6e-139 6.7e-67 1.0e+02 
478918 1420061 300 2.2e-26 0.0 0.0 0.0 0.0 4.9e-293 2.2e-143 7.5e-69 1.0e+02 
478255 1420526 300 5.4e-27 0.0 0.0 0.0 0.0 0.0 2.5e-147 7.6e-71 1.0e+02 
477587 1420993 300 1.3e-27 0.0 0.0 0.0 0.0 0.0 2.4e-151 7.0e-73 1.0e+02 
476915 1421464 300 3.0e-28 0.0 0.0 0.0 0.0 0.0 1.9e-155 5.8e-75 1.0e+02 
476240 1421937 300 6.9e-29 0.0 0.0 0.0 0.0 0.0 1.3e-159 4.5e-77 1.0e+02 
475560 1422413 300 1.5e-29 0.0 0.0 0.0 0.0 0.0 6.9e-164 3.1e-79 1.0e+02 
474876 1422892 300 3.2e-30 0.0 0.0 0.0 0.0 0.0 3.2e-168 1.9e-81 1.0e+02 
474188 1423374 300 6.7e-31 0.0 0.0 0.0 0.0 0.0 1.2e-172 1.1e-83 1.0e+02 
473495 1423858 300 1.4e-31 0.0 0.0 0.0 0.0 0.0 3.7e-177 5.7e-86 1.0e+02 
472799 1424346 300 2.6e-32 0.0 0.0 0.0 0.0 0.0 9.5e-182 2.6e-88 1.0e+02 
472099 1424836 300 5.0e-33 0.0 0.0 0.0 0.0 0.0 2.0e-186 1.1e-90 1.0e+02 
471394 1425330 300 9.1e-34 0.0 0.0 0.0 0.0 0.0 3.4e-191 4.1e-93 1.0e+02 
470686 1425826 300 1.6e-34 0.0 0.0 0.0 0.0 0.0 4.9e-196 1.4e-95 1.0e+02 
469973 1426325 300 2.8e-35 0.0 0.0 0.0 0.0 0.0 5.6e-201 4.2e-98 1.0e+02 
469256 1426827 300 4.6e-36 0.0 0.0 0.0 0.0 0.0 5.2e-206 1.1e-100 1.0e+02 
468535 1427331 300 7.4e-37 0.0 0.0 0.0 0.0 0.0 3.9e-211 2.7e-103 1.0e+02 
467810 1427839 300 1.2e-37 0.0 0.0 0.0 0.0 0.0 2.4e-216 5.9e-106 1.0e+02 
467081 1428350 300 1.8e-38 0.0 0.0 0.0 0.0 0.0 1.2e-221 1.1e-108 1.0e+02 
466348 1428863 300 2.6e-39 0.0 0.0 0.0 0.0 0.0 4.6e-227 1.9e-111 1.0e+02 
465611 1429379 300 3.7e-40 0.0 0.0 0.0 0.0 0.0 1.4e-232 2.9e-114 1.0e+02 
464870 1429898 300 5.0e-41 0.0 0.0 0.0 0.0 0.0 3.7e-238 3.9e-117 1.0e+02 
464124 1430420 300 6.7e-42 0.0 0.0 0.0 0.0 0.0 7.3e-244 4.7e-120 1.0e+02 
463375 1430945 300 8.7e-43 0.0 0.0 0.0 0.0 0.0 1.2e-249 4.9e-123 1.0e+02 
462621 1431473 300 1.1e-43 0.0 0.0 0.0 0.0 0.0 1.4e-255 4.5e-126 1.0e+02 
461863 1432003 300 1.3e-44 0.0 0.0 0.0 0.0 0.0 1.4e-261 3.7e-129 1.0e+02 
461102 1432537 300 1.5e-45 0.0 0.0 0.0 0.0 0.0 1.1e-267 2.6e-132 1.0e+02 
460336 1433073 300 1.7e-46 0.0 0.0 0.0 0.0 0.0 7.0e-274 1.6e-135 1.0e+02 
459566 1433612 300 1.9e-47 0.0 0.0 0.0 0.0 0.0 0.0 9.0e-139 1.0e+02 
458792 1434154 300 2.0e-48 0.0 0.0 0.0 0.0 0.0 0.0 4.3e-142 1.0e+02 
458013 1434699 300 2.1e-49 0.0 0.0 0.0 0.0 0.0 0.0 1.8e-145 1.0e+02 
457231 1435247 300 2.0e-50 0.0 0.0 0.0 0.0 0.0 0.0 6.7e-149 1.0e+02 
456445 1435797 300 1.9e-51 0.0 0.0 0.0 0.0 0.0 0.0 2.2e-152 1.0e+02 
455654 1436351 300 1.8e-52 0.0 0.0 0.0 0.0 0.0 0.0 6.0e-156 1.0e+02 
454860 1436907 300 1.6e-53 0.0 0.0 0.0 0.0 0.0 0.0 1.5e-159 1.0e+02 
454061 1437467 300 1.3e-54 0.0 0.0 0.0 0.0 0.0 0.0 3.1e-163 1.0e+02 
453258 1438029 300 1.1e-55 0.0 0.0 0.0 0.0 0.0 0.0 5.8e-167 1.0e+02 
452451 1438594 300 8.2e-57 0.0 0.0 0.0 0.0 0.0 0.0 9.3e-171 1.0e+02 
451640 1439161 300 6.1e-58 0.0 0.0 0.0 0.0 0.0 0.0 1.3e-174 1.0e+02 
450825 1439732 300 4.3e-59 0.0 0.0 0.0 0.0 0.0 0.0 1.6e-178 1.0e+02 
532268 1382702 300 4.6e+03 7.0 18 29 29 13 3.2 0.38 0.012 
532242 1382717 300 4.6e+03 7.0 18 29 29 13 3.2 0.37 0.011 
532212 1382735 300 4.5e+03 6.9 18 29 29 13 3.2 0.37 0.011 
532177 1382755 300 4.5e+03 6.9 18 29 29 13 3.1 0.36 0.011 
532138 1382777 300 4.4e+03 6.8 18 29 29 13 3.1 0.36 0.011 
532095 1382802 300 4.3e+03 6.7 18 30 29 13 3.1 0.36 0.011 
532048 1382830 300 4.2e+03 6.5 18 30 29 14 3.1 0.36 0.011 
531996 1382860 300 4.0e+03 6.3 18 30 29 14 3.1 0.36 0.011 
531939 1382892 300 3.8e+03 6.1 17 30 30 14 3.2 0.36 0.011 
531879 1382927 300 3.6e+03 5.8 17 30 30 14 3.2 0.36 0.011 
531814 1382965 300 3.4e+03 5.5 16 30 30 14 3.3 0.37 0.011 
531744 1383005 300 3.2e+03 5.1 16 29 31 15 3.4 0.37 0.011 
531671 1383047 300 3.0e+03 4.8 15 29 31 15 3.5 0.38 0.011 
531593 1383092 300 2.7e+03 4.4 15 29 32 16 3.6 0.40 0.012 
531511 1383140 300 2.5e+03 3.9 14 29 33 17 3.8 0.41 0.012 
531424 1383190 300 2.3e+03 3.5 13 28 33 17 4.0 0.43 0.013 
531333 1383242 300 2.1e+03 3.1 12 28 34 18 4.3 0.46 0.013 
531238 1383297 300 1.8e+03 2.6 11 27 35 20 4.6 0.49 0.014 
531138 1383355 300 1.6e+03 2.2 10 26 35 21 5.0 0.53 0.015 
531034 1383415 300 1.4e+03 1.8 9.0 25 36 23 5.5 0.58 0.017 
530926 1383477 300 1.3e+03 1.5 7.9 23 36 24 6.1 0.64 0.018 
530813 1383542 300 1.1e+03 1.1 6.7 22 37 26 6.9 0.72 0.020 
530697 1383610 300 9.3e+02 0.85 5.6 20 37 29 7.7 0.82 0.023 
530575 1383680 300 7.9e+02 0.62 4.6 18 36 31 8.8 0.94 0.026 
530450 1383752 300 6.7e+02 0.43 3.6 16 36 34 10 1.1 0.030 
530320 1383827 300 5.6e+02 0.29 2.7 13 35 36 12 1.3 0.035 
530186 1383905 300 4.7e+02 0.18 2.0 11 33 39 13 1.5 0.041 
530047 1383985 300 3.9e+02 0.11 1.4 9.0 31 41 15 1.8 0.049 
529904 1384067 300 3.2e+02 0.063 0.96 7.1 29 44 17 2.1 0.059 
529757 1384152 300 2.6e+02 0.034 0.62 5.4 26 46 20 2.5 0.071 
529605 1384240 300 2.1e+02 0.017 0.38 3.9 23 47 23 3.0 0.085 
529449 1384330 300 1.7e+02 0.0081 0.22 2.8 20 48 26 3.6 0.10 
529289 1384422 300 1.4e+02 0.0035 0.12 1.9 17 48 29 4.3 0.13 
529125 1384517 300 1.1e+02 0.0014 0.065 1.2 14 47 32 5.1 0.15 
528956 1384615 300 92 0.00054 0.032 0.74 11 46 36 6.1 0.19 
528783 1384715 300 74 0.00019 0.014 0.43 8.8 44 39 7.2 0.23 
528605 1384817 300 60 5.8e-05 0.0062 0.24 6.7 42 43 8.6 0.28 
528423 1384922 300 48 1.6e-05 0.0024 0.13 4.9 39 46 10 0.35 
528237 1385030 300 38 4.2e-06 0.00090 0.063 3.5 35 49 12 0.42 
528046 1385140 300 30 9.8e-07 0.00030 0.029 2.4 31 52 14 0.52 
527852 1385252 300 24 2.0e-07 9.5e-05 0.013 1.6 27 54 16 0.64 
527652 1385367 300 19 3.7e-08 2.7e-05 0.0053 1.0 24 56 19 0.79 
527449 1385485 300 15 6.1e-09 7.0e-06 0.0020 0.64 20 57 22 0.96 
527241 1385605 300 12 8.8e-10 1.6e-06 0.00072 0.38 16 57 25 1.2 
